#X,Y,Label
#0 : Furry_Standard (Cœur de la communauté, haute densité)1 : Artistes_Niche (Plus dispersés)2 : Groupe_Isole (Très dense, isolé, comportement marginal)3 : Bruit (Points aléatoires)
4.78,5.40,0
5.08,4.68,0
4.82,5.12,0
5.45,4.95,0
4.65,5.25,0
5.18,4.85,0
4.88,5.18,0
5.02,4.88,0
4.95,5.10,0
5.30,4.75,0
4.70,5.30,0
5.15,4.70,0
4.85,5.15,0
5.12,4.85,0
4.78,5.12,0
5.05,5.02,0
4.92,4.78,0
5.40,5.45,0
4.60,4.65,0
5.22,5.32,0
4.75,4.68,0
5.10,5.12,0
4.95,4.85,0
5.35,5.02,0
4.70,4.98,0
5.08,5.28,0
4.82,4.72,0
5.25,5.18,0
4.90,4.92,0
12.50,11.80,1
11.20,13.40,1
13.10,10.50,1
10.80,12.10,1
12.90,11.30,1
11.50,12.80,1
13.40,14.20,1
10.20,11.50,1
12.10,12.90,1
11.80,10.20,1
13.80,12.50,1
10.50,13.10,1
12.30,11.80,1
11.90,14.50,1
13.20,12.10,1
10.70,11.20,1
12.60,13.80,1
11.40,10.60,1
13.50,12.30,1
10.90,14.10,1
12.80,11.50,1
11.10,12.70,1
13.90,10.90,1
10.30,13.40,1
12.40,11.20,1
11.70,14.80,1
13.60,12.60,1
10.40,11.90,1
12.20,13.50,1
11.60,10.40,1
13.70,12.40,1
10.10,14.20,1
12.90,11.10,1
11.30,12.90,1
13.30,10.30,1
10.60,13.70,1
12.50,11.40,1
11.80,14.60,1
13.40,12.20,1
10.80,11.60,1
12.70,13.90,1
11.20,10.70,1
13.80,12.30,1
10.50,14.10,1
12.30,11.50,1
11.90,12.80,1
13.20,10.40,1
10.70,13.50,1
12.60,11.30,1
11.40,14.40,1
13.50,12.10,1
10.90,11.70,1
12.80,13.80,1
11.10,10.50,1
13.90,12.60,1
10.30,14.30,1
12.40,11.10,1
11.70,12.90,1
13.60,10.20,1
10.40,13.60,1
12.20,11.40,1
11.60,14.70,1
13.70,12.20,1
10.10,11.80,1
12.90,13.90,1
11.30,10.80,1
13.30,12.40,1
10.60,14.20,1
12.50,11.50,1
11.80,12.70,1
20.01,5.02,2
19.98,4.99,2
20.05,5.00,2
20.00,5.05,2
19.99,4.98,2
20.02,5.01,2
19.97,5.03,2
20.04,4.97,2
20.00,5.00,2
19.98,5.02,2
20.03,4.99,2
20.01,5.04,2
19.96,5.00,2
20.05,5.03,2
19.99,5.01,2
20.02,4.98,2
20.00,5.02,2
19.97,4.99,2
20.04,5.05,2
19.98,5.00,2
2.50,18.20,3
22.10,24.50,3
1.05,1.10,3
15.40,2.30,3
8.90,19.20,3
14.20,14.80,3
0.50,24.10,3
24.80,0.90,3
7.30,7.15,3
18.50,18.90,3
